BPSno,OccurredDate,OfficerAge,OfficerYearsEmployed,OfficerAssignment,CitizenAge,CitizenRace,CitizenSex,OfficerRace,OfficerSex,ReportNumber,ReceivedDate,Month,Year,OfficerDivision,CitizenInjury,ForceEffective,Active Resistance,Physical Aggression,Non Compliance,Deadly Weapon,Assault,Fleeing,Passive Resistance,Not Noted,OfficerInjury,ForceType
UOF18-164,2018-06-06,20-29,0-5 yrs,North County Precinct,30-39,Black,Male,White,Male,18-28986,2018-06-06,6,2018,Patrol,No injuries noted or visible,No,1,0,1,0,0,0,0,0,No injuries noted or visible,Pepper Spray
UOF18-164,2018-06-06,20-29,0-5 yrs,North County Precinct,30-39,Black,Male,White,Male,18-28986,2018-06-06,6,2018,Patrol,No injuries noted or visible,No,1,0,1,0,0,0,0,0,No injuries noted or visible,Taser
UOF18-164,2018-06-06,20-29,0-5 yrs,North County Precinct,30-39,Black,Male,White,Male,18-28986,2018-06-06,6,2018,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-132,2018-06-07,20-29,0-5 yrs,West County Precinct,30-39,White,Male,White,Male,18-029189,2018-06-07,6,2018,Patrol,Minor Injury,Yes,0,1,0,0,0,0,0,0,No injuries noted or visible,Taser
UOF18-175,2018-06-15,30-39,0-5 yrs,North County Precinct,30-39,Black,Male,Asian,Female,18-30634,2018-06-15,6,2018,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Taser
UOF18-198,2018-07-18,30-39,0-5 yrs,North County Precinct,30-39,Black,Male,White,Male,18-36604,2018-07-18,7,2018,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF18-200,2018-07-26,30-39,0-5 yrs,North County Precinct,30-39,Black,Male,Asian,Female,18-38029,2018-07-26,7,2018,Patrol,Minor Injury,Yes,1,1,1,0,0,0,0,0,No injuries noted or visible,Taser
UOF18-200,2018-07-26,20-29,0-5 yrs,City Of Jennings Precinct,30-39,Black,Male,White,Male,18-38029,2018-07-26,7,2018,Patrol,Minor Injury,No,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical (Striking)
UOF18-200,2018-07-26,20-29,0-5 yrs,City Of Jennings Precinct,30-39,Black,Male,White,Male,18-38029,2018-07-26,7,2018,Patrol,Minor Injury,No,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical (Striking)
UOF18-200,2018-07-26,20-29,0-5 yrs,City Of Jennings Precinct,30-39,Black,Male,White,Male,18-38029,2018-07-26,7,2018,Patrol,Minor Injury,No,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical (Striking)
UOF18-200,2018-07-26,20-29,0-5 yrs,City Of Jennings Precinct,30-39,Black,Male,White,Male,18-38029,2018-07-26,7,2018,Patrol,Minor Injury,No,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical (Striking)
UOF18-200,2018-07-26,20-29,0-5 yrs,North County Precinct,30-39,Black,Male,White,Male,18-38029,2018-07-26,7,2018,Patrol,Minor Injury,No,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-200,2018-07-26,20-29,0-5 yrs,North County Precinct,30-39,Black,Male,White,Male,18-38029,2018-07-26,7,2018,Patrol,Minor Injury,No,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-219,2018-08-01,20-29,0-5 yrs,Central County Precinct,30-39,White,Male,White,Male,18-39017,2018-08-01,8,2018,Patrol,No injuries noted or visible,Yes,1,1,1,0,1,0,0,1,No injuries noted or visible,Physical Restraint
UOF18-219,2018-08-01,20-29,0-5 yrs,Central County Precinct,30-39,White,Male,White,Female,18-39017,2018-08-01,8,2018,Patrol,No injuries noted or visible,Yes,1,1,1,0,1,0,0,1,Minor,Physical Restraint
UOF18-219,2018-08-01,20-29,0-5 yrs,Central County Precinct,30-39,White,Male,Hispanic,Male,18-39017,2018-08-01,8,2018,Patrol,No injuries noted or visible,Yes,1,1,1,0,1,0,0,1,No injuries noted or visible,Physical Restraint
UOF18-203,2018-08-02,30-39,0-5 yrs,Bureau Of Transit Police,30-39,Black,Male,White,Male,18-39236,2018-08-02,8,2018,Special Operations,No injuries noted or visible,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF18-203,2018-08-02,40-49,0-5 yrs,Bureau Of Patrol Support,30-39,Black,Male,Hispanic,Male,18-39236,2018-08-02,8,2018,Special Operations,No injuries noted or visible,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF18-203,2018-08-02,30-39,0-5 yrs,Bureau Of Transit Police,30-39,Black,Male,White,Male,18-39236,2018-08-02,8,2018,Special Operations,No injuries noted or visible,No,0,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF18-203,2018-08-02,30-39,0-5 yrs,Bureau Of Transit Police,30-39,Black,Male,White,Male,18-39236,2018-08-02,8,2018,Special Operations,No injuries noted or visible,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Physical (Striking)
UOF18-203,2018-08-02,20-29,0-5 yrs,Bureau Of Transit Police,30-39,Black,Male,Black,Male,18-39236,2018-08-02,8,2018,Special Operations,No injuries noted or visible,No,0,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF18-203,2018-08-02,20-29,0-5 yrs,Bureau Of Transit Police,30-39,Black,Male,Black,Male,18-39236,2018-08-02,8,2018,Special Operations,No injuries noted or visible,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF18-206,2018-08-03,30-39,0-5 yrs,City Of Jennings Precinct,30-39,White,Male,White,Male,18-039428,2018-08-03,8,2018,Patrol,No injuries noted or visible,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Taser
UOF18-205,2018-08-04,30-39,0-5 yrs,West County Precinct,30-39,White,Male,White,Male,18-39969,2018-08-04,8,2018,Patrol,Minor Injury,Yes,0,1,0,0,0,0,0,0,Minor,Physical (Striking)
UOF18-210,2018-08-08,20-29,0-5 yrs,City Of Jennings Precinct,30-39,Black,Male,Black,Male,18-40266,2018-08-08,8,2018,Patrol,Minor Injury,Yes,0,0,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF18-210,2018-08-08,20-29,0-5 yrs,City Of Jennings Precinct,30-39,Black,Male,White,Male,18-40266,2018-08-08,8,2018,Patrol,Minor Injury,Yes,0,0,1,0,0,0,1,0,No injuries noted or visible,Less Lethal
UOF18-250,2018-08-12,30-39,0-5 yrs,Bureau Of Transit Police,30-39,Black,Male,White,Male,18-41050,2018-08-12,8,2018,Special Operations,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-250,2018-08-12,30-39,0-5 yrs,Bureau Of Transit Police,30-39,Black,Male,White,Male,18-41050,2018-08-12,8,2018,Special Operations,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-226,2018-08-21,20-29,0-5 yrs,Central County Precinct,30-39,White,Male,White,Male,18-42555,2018-08-22,8,2018,Patrol,Minor Injury,Yes,1,1,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-226,2018-08-21,20-29,0-5 yrs,Affton Southwest Precinct,30-39,White,Male,White,Female,18-42555,2018-08-22,8,2018,Patrol,Minor Injury,Yes,1,1,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-227,2018-08-22,30-39,0-5 yrs,Bureau Of Transit Police,30-39,Black,Male,White,Male,18-42891,2018-08-22,8,2018,Special Operations,Minor Injury,Yes,0,0,0,0,1,1,0,0,No injuries noted or visible,Taser
UOF18-229,2018-08-24,20-29,0-5 yrs,City Of Jennings Precinct,30-39,Black,Female,White,Male,18-43281,2018-08-24,8,2018,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,1,0,0,Minor,Physical Restraint
UOF18-260,2018-09-03,20-29,0-5 yrs,North County Precinct,30-39,Black,Male,Black,Female,18-45025,2018-09-03,9,2018,Patrol,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-260,2018-09-03,20-29,0-5 yrs,North County Precinct,30-39,Black,Male,Black,Female,18-45025,2018-09-03,9,2018,Patrol,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-260,2018-09-03,20-29,0-5 yrs,West County Precinct,30-39,Black,Male,White,Male,18-45025,2018-09-03,9,2018,Patrol,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-260,2018-09-03,20-29,0-5 yrs,West County Precinct,30-39,Black,Male,White,Male,18-45025,2018-09-03,9,2018,Patrol,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-260,2018-09-03,20-29,0-5 yrs,West County Precinct,30-39,Black,Male,White,Male,18-45025,2018-09-03,9,2018,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-260,2018-09-03,20-29,0-5 yrs,North County Precinct,30-39,Black,Male,White,Male,18-45025,2018-09-03,9,2018,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-260,2018-09-03,20-29,0-5 yrs,North County Precinct,30-39,Black,Male,White,Male,18-45025,2018-09-03,9,2018,Patrol,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-260,2018-09-03,20-29,0-5 yrs,North County Precinct,30-39,Black,Male,White,Male,18-45025,2018-09-03,9,2018,Patrol,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-235,2018-09-15,30-39,0-5 yrs,Central County Precinct,30-39,White,Male,Black,Male,18-47150,2018-09-15,9,2018,Patrol,Minor Injury,Yes,1,1,1,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF19-001,2018-10-18,20-29,0-5 yrs,City Of Jennings Precinct,30-39,Black,Male,White,Male,18-53089,2018-10-18,10,2018,Patrol,No injuries noted or visible,No,0,1,0,0,0,0,0,0,No injuries noted or visible,Physical (Striking)
UOF18-282,2018-10-22,20-29,0-5 yrs,Affton Southwest Precinct,30-39,Black,Male,White,Male,18-53633,2018-10-22,10,2018,Patrol,No injuries noted or visible,No,1,0,0,0,1,1,0,0,No injuries noted or visible,Taser
UOF18-280,2018-10-25,20-29,0-5 yrs,Central County Precinct,30-39,White,Male,Black,Male,18-54191,2018-10-25,10,2018,Patrol,Minor Injury,Yes,0,1,1,0,0,0,0,0,No injuries noted or visible,Less Lethal
UOF18-285,2018-10-28,30-39,0-5 yrs,North County Precinct,30-39,Black,Female,White,Female,18-54876,2018-10-28,10,2018,Patrol,No injuries noted or visible,No,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-285,2018-10-28,30-39,0-5 yrs,North County Precinct,30-39,Black,Female,White,Female,18-54876,2018-10-28,10,2018,Patrol,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,No injuries noted or visible,Pepper Spray
UOF18-285,2018-10-28,20-29,0-5 yrs,North County Precinct,30-39,Black,Female,White,Male,18-54876,2018-10-28,10,2018,Patrol,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-283,2018-11-09,30-39,0-5 yrs,City Of Jennings Precinct,30-39,Black,Male,White,Male,18-56892,2018-11-09,11,2018,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,1,0,0,No injuries noted or visible,Physical (Striking)
UOF18-283,2018-11-09,30-39,0-5 yrs,City Of Jennings Precinct,30-39,Black,Male,White,Male,18-56892,2018-11-09,11,2018,Patrol,No injuries noted or visible,No,1,0,1,0,0,1,0,0,No injuries noted or visible,Taser
UOF18-283,2018-11-09,30-39,0-5 yrs,City Of Jennings Precinct,30-39,Black,Male,White,Male,18-56892,2018-11-09,11,2018,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,1,0,0,No injuries noted or visible,Taser
UOF18-283,2018-11-09,30-39,0-5 yrs,City Of Jennings Precinct,30-39,Black,Male,White,Male,18-56892,2018-11-09,11,2018,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,1,0,0,No injuries noted or visible,Physical (Striking)
UOF18-290,2018-11-21,30-39,0-5 yrs,City Of Jennings Precinct,30-39,Black,Male,White,Male,18-58868,2018-11-21,11,2018,Patrol,Minor Injury,Yes,0,0,1,0,0,0,1,0,No injuries noted or visible,Pepper Spray
UOF19-008,2018-11-28,20-29,0-5 yrs,South County Precinct,30-39,Black,Male,White,Male,18-59917,2018-11-28,11,2018,Patrol,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,No injuries noted or visible,Taser
UOF19-063,2018-11-30,20-29,0-5 yrs,Affton Southwest Precinct,30-39,White,Male,White,Male,18-60349,2018-11-30,11,2018,Patrol,No injuries noted or visible,Yes,0,0,0,0,1,1,0,0,No injuries noted or visible,Taser
UOF18-293,2018-12-01,30-39,0-5 yrs,City Of Jennings Precinct,30-39,Black,Female,White,Male,18-060545,2018-12-01,12,2018,Patrol,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,Minor,Physical Restraint
UOF18-293,2018-12-01,30-39,0-5 yrs,City Of Jennings Precinct,30-39,Black,Female,White,Male,18-060545,2018-12-01,12,2018,Patrol,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,Minor,Pepper Spray
UOF18-293,2018-12-01,30-39,0-5 yrs,City Of Jennings Precinct,30-39,Black,Female,White,Male,18-060545,2018-12-01,12,2018,Patrol,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,Minor,Physical (Striking)
UOF19-054,2018-12-09,20-29,0-5 yrs,City Of Wildwood Precinct,30-39,White,Male,White,Male,18-61837,2018-12-09,12,2018,Patrol,Minor Injury,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-054,2018-12-09,20-29,0-5 yrs,City Of Wildwood Precinct,30-39,White,Male,White,Male,18-61837,2018-12-09,12,2018,Patrol,Minor Injury,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Taser
UOF19-011,2018-12-15,20-29,0-5 yrs,South County Precinct,30-39,White,Female,White,Male,18-63083,2018-12-15,12,2018,Patrol,Minor Injury,No,1,1,1,0,1,0,1,0,No injuries noted or visible,Physical Restraint
UOF19-011,2018-12-15,30-39,0-5 yrs,South County Precinct,30-39,White,Female,White,Female,18-63083,2018-12-15,12,2018,Patrol,Minor Injury,No,1,1,1,0,1,0,1,0,No injuries noted or visible,Physical Restraint
UOF19-012,2018-12-19,20-29,0-5 yrs,South County Precinct,30-39,White,Male,White,Male,18-63762,2018-12-19,12,2018,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-012,2018-12-19,30-39,0-5 yrs,South County Precinct,30-39,White,Male,White,Female,18-63762,2018-12-19,12,2018,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-035,2018-12-22,20-29,0-5 yrs,North County Precinct,30-39,Black,Male,White,Male,18-64209,2018-12-22,12,2018,Patrol,Minor Injury,No,1,1,1,0,1,0,0,0,No injuries noted or visible,Physical (Striking)
UOF19-035,2018-12-22,20-29,0-5 yrs,North County Precinct,30-39,Black,Male,White,Male,18-64209,2018-12-22,12,2018,Patrol,Minor Injury,No,1,1,1,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-035,2018-12-22,20-29,0-5 yrs,North County Precinct,30-39,Black,Male,White,Male,18-64209,2018-12-22,12,2018,Patrol,Minor Injury,Yes,1,1,1,0,1,0,0,0,No injuries noted or visible,Physical (Striking)
UOF19-035,2018-12-22,20-29,0-5 yrs,North County Precinct,30-39,Black,Male,White,Male,18-64209,2018-12-22,12,2018,Patrol,Minor Injury,No,1,1,1,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-035,2018-12-22,20-29,0-5 yrs,North County Precinct,30-39,Black,Male,White,Male,18-64209,2018-12-22,12,2018,Patrol,Minor Injury,Yes,1,1,1,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-035,2018-12-22,20-29,0-5 yrs,North County Precinct,30-39,Black,Male,White,Male,18-64209,2018-12-22,12,2018,Patrol,Minor Injury,No,1,1,1,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-035,2018-12-22,20-29,0-5 yrs,North County Precinct,30-39,Black,Male,White,Male,18-64209,2018-12-22,12,2018,Patrol,Minor Injury,Yes,1,1,1,0,1,0,0,0,No injuries noted or visible,Physical (Striking)
UOF19-015,2018-12-27,20-29,0-5 yrs,City Of Jennings Precinct,30-39,Black,Male,White,Male,18-65075,2018-12-27,12,2018,Patrol,Minor Injury,Yes,0,0,1,0,0,0,0,0,No injuries noted or visible,Taser
UOF19-087,2019-01-04,20-29,0-5 yrs,City Of Jennings Precinct,30-39,Black,Male,White,Male,19-00740,2019-01-04,1,2019,Patrol,No injuries noted or visible,Yes,0,0,0,0,1,0,0,0,No injuries noted or visible,Pepper Spray
UOF19-068,2019-02-13,30-39,0-5 yrs,Affton Southwest Precinct,30-39,Black,Female,White,Female,19-7542,2019-02-13,2,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,1,0,0,0,No injuries noted or visible,Physical (Striking)
UOF19-068,2019-02-13,20-29,0-5 yrs,Affton Southwest Precinct,30-39,Black,Female,White,Female,19-7542,2019-02-13,2,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,1,0,0,0,No injuries noted or visible,Pepper Spray
UOF19-068,2019-02-13,20-29,0-5 yrs,Affton Southwest Precinct,30-39,Black,Female,White,Female,19-7542,2019-02-13,2,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,1,0,0,0,No injuries noted or visible,Pepper Spray
UOF19-079,2019-02-18,20-29,0-5 yrs,City Of Wildwood Precinct,30-39,White,Male,White,Male,19-8341,2019-02-18,2,2019,Patrol,No injuries noted or visible,Limited,1,1,1,0,1,0,0,0,No injuries noted or visible,Taser
UOF19-085,2019-02-19,20-29,0-5 yrs,Central County Precinct,30-39,Black,Male,White,Male,19-8340,2019-02-19,2,2019,Patrol,Minor Injury,Yes,0,0,0,0,0,0,0,1,Minor,Physical Restraint
UOF19-097,2019-02-19,20-29,0-5 yrs,Special Response Unit,30-39,Black,Male,Black,Male,19-8424,2019-02-19,2,2019,Special Operations,No injuries noted or visible,Yes,0,0,1,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF19-097,2019-02-19,20-29,0-5 yrs,Special Response Unit,30-39,Black,Male,White,Male,19-8424,2019-02-19,2,2019,Special Operations,No injuries noted or visible,Yes,0,0,1,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF19-097,2019-02-19,20-29,0-5 yrs,Special Response Unit,30-39,Black,Male,White,Male,19-8424,2019-02-19,2,2019,Special Operations,No injuries noted or visible,Yes,0,0,1,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF19-076,2019-02-26,20-29,0-5 yrs,West County Precinct,30-39,White,Male,White,Male,19-9749,2019-02-26,2,2019,Patrol,Minor Injury,Yes,0,0,0,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-076,2019-02-26,20-29,0-5 yrs,West County Precinct,30-39,White,Male,White,Female,19-9749,2019-02-26,2,2019,Patrol,Minor Injury,Yes,0,0,0,0,1,0,0,0,Minor,Physical (Striking)
UOF19-076,2019-02-26,20-29,0-5 yrs,West County Precinct,30-39,White,Male,White,Female,19-9749,2019-02-26,2,2019,Patrol,Minor Injury,Yes,0,0,0,0,1,0,0,0,Minor,Physical Restraint
UOF19-090,2019-03-03,40-49,0-5 yrs,North County Precinct,30-39,Black,Male,White,Male,19-10460,2019-03-03,3,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-090,2019-03-03,50-59,0-5 yrs,North County Precinct,30-39,Black,Male,White,Male,19-10460,2019-03-03,3,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-090,2019-03-03,20-29,0-5 yrs,North County Precinct,30-39,Black,Male,Black,Male,19-10460,2019-03-03,3,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,1,0,0,0,No injuries noted or visible,Taser
UOF19-092,2019-03-12,20-29,0-5 yrs,City Of Jennings Precinct,30-39,Black,Female,Black,Male,19-11927,2019-03-12,3,2019,Patrol,Minor Injury,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-104,2019-03-17,30-39,0-5 yrs,Affton Southwest Precinct,30-39,White,Male,White,Male,19-12802,2019-03-17,3,2019,Patrol,No injuries noted or visible,No,1,0,1,0,0,0,0,0,No injuries noted or visible,Other
UOF19-104,2019-03-17,30-39,0-5 yrs,Affton Southwest Precinct,30-39,White,Male,White,Male,19-12802,2019-03-17,3,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-104,2019-03-17,30-39,0-5 yrs,Affton Southwest Precinct,30-39,White,Male,White,Male,19-12802,2019-03-17,3,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-093,2019-03-21,30-39,0-5 yrs,City Of Fenton Precinct,30-39,Black,Male,White,Male,19-13451,2019-03-21,3,2019,Patrol,Minor Injury,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-144,2019-03-30,20-29,0-5 yrs,South County Precinct,30-39,White,Male,White,Male,19-14950,2019-03-30,3,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-144,2019-03-30,30-39,0-5 yrs,South County Precinct,30-39,White,Male,White,Male,19-14950,2019-03-30,3,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-144,2019-03-30,30-39,0-5 yrs,South County Precinct,30-39,White,Male,White,Female,19-14950,2019-03-30,3,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-141,2019-04-07,30-39,0-5 yrs,South County Precinct,30-39,White,Female,White,Male,19-16261,2019-04-07,4,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF19-107,2019-04-10,30-39,0-5 yrs,Bureau Of Transit Police,30-39,Black,Male,White,Male,19-16824,2019-04-10,4,2019,Special Operations,Minor Injury,Limited,1,1,0,0,0,1,0,0,Minor,Taser
UOF19-107,2019-04-10,30-39,0-5 yrs,Bureau Of Transit Police,30-39,Black,Male,White,Male,19-16824,2019-04-10,4,2019,Special Operations,Minor Injury,Yes,1,1,0,0,0,1,0,0,Minor,Physical (Striking)
UOF19-107,2019-04-10,30-39,0-5 yrs,Bureau Of Transit Police,30-39,Black,Male,White,Male,19-16824,2019-04-10,4,2019,Special Operations,Minor Injury,Yes,1,1,0,0,0,1,0,0,Minor,Physical (Striking)
