_id,IdentificationNumber,Department,Status,DateReported,Date Closed,Category1,Category2,Category3,Category4
1598,2022-0455,Milwaukee Police Department,Closed,10/27/2022,6/1/2023,"Competence, 1.04 - FT Fully Investigate","Respect, 5.01 - FT treat the public with courtesy & professionalism",,
1599,2022-0456,Milwaukee Police Department,Closed,10/28/2022,2/22/2023,"Competence, 1.03 - FT render service promptly & efficiently",,,
1600,2022-0457,Milwaukee Police Department,Closed,10/31/2022,3/14/2023,"Respect, 5.01 - FT treat the public with courtesy & professionalism",,,
1601,2022-0458,Milwaukee Police Department,Closed,10/31/2022,3/14/2023,"Integrity, 3.05",,,
1602,2022-0459,Milwaukee Police Department,Open,11/1/2022,,"Integrity, 3.05 - FT CITY - THEFT",,,
1603,2022-0460,Milwaukee Police Department,Closed,11/1/2022,6/15/2023,"Competence, 1.04 - FT Fully Investigate",,,
1604,2022-0461,Milwaukee Police Department,Closed,11/1/2022,1/9/2023,"Respect, 5.01 - FT treat the public with courtesy & professionalism",,,
1605,2022-0462,Milwaukee Police Department,Open,11/2/2022,,"Integrity, 3.01 - Behavior that could discredit the Dept. ","Integrity, 3.11 - Untruthfulness",,
1606,2022-0463,Milwaukee Police Department,Closed,11/2/2022,11/10/2022,"Respect, 5.01 - FT treat the public with courtesy & professionalism",,,
1607,2022-0464,Milwaukee Police Department,Closed,11/2/2022,9/5/2023,"Respect, 5.01 - FT treat the public with courtesy & professionalism",,,
1608,2022-0465,Milwaukee Police Department,Closed,11/2/2022,2/13/2023,"Respect, 5.01 - FT be civil & courteous",,,
1609,2022-0466,Milwaukee Police Department,Open,11/2/2022,,"Integrity, 3.10 - Filing False Official Report","Integrity, 3.11 - FT be honest & accurate in a report","Competence, 1.05 - SOP Absence - Sick Leave Procedures","Competence, 1.05 - SOP Off Duty, Extra-Duty and Special Event Employment"
1610,2022-0467,Milwaukee Police Department,Closed,11/2/2022,5/8/2023,"Competence, 1.05 - SOP Dept Owned Vehicles and Property",,,
1611,2022-0468,Milwaukee Police Department,Open,11/3/2022,,"Integrity, 3.10 - Filing False Official Report",,,
1612,2022-0469,Milwaukee Police Department,Open,11/4/2022,,"Respect, 5.01 - Insubordination","Competence, 1.05 - F/T Know Dept Policy/Procedure","Competence, 1.03 - FT render service promptly & efficiently",
1613,2022-0470,Milwaukee Police Department,Closed,11/4/2022,3/8/2023,"Respect, 5.01 - FT be civil & courteous",,,
1614,2022-0471,Milwaukee Police Department,Open,11/7/2022,,"Competence, 1.05 - SOP Citizen Contact, FI's, Search & Seizure",,,
1615,2022-0472,Milwaukee Police Department,Closed,11/7/2022,1/9/2023,"Respect, 5.01 - FT treat the public with courtesy & professionalism",,,
1616,2022-0473,Milwaukee Police Department,Closed,11/8/2022,3/13/2023,"Integrity, 3.00",,,
1617,2022-0474,Milwaukee Police Department,Open,11/8/2022,,"Competence, 1.05 - FT exercise due regard when operating/responding as an emergency vehicle","Leadership, 4.05 - FT maintain professional standards through the provision of advice and guidance","Competence, 1.05 - Passenger responsibilities",
1618,2022-0475,Milwaukee Police Department,Closed,11/9/2022,5/3/2023,"Competence, 1.05 - SOP Citizen Contact, FI's, Search & Seizure",,,Unjustified Search
1619,2022-0476,Milwaukee Police Department,Closed,11/9/2022,1/18/2003,"Competence, 1.03 - FT render service promptly & efficiently","Respect, 5.01 - FT treat the public with courtesy & professionalism",,
1620,2022-0477,Milwaukee Police Department,Closed,11/10/2022,6/27/2023,"Competence, 1.05 - SOP Vehicle Pursuits",,,
1621,2022-0478,Milwaukee Police Department,Closed,11/11/2022,1/11/2023,"Integrity, 3.05",,,
1622,2022-0479,Milwaukee Police Department,Closed,11/11/2022,1/31/2023,"Respect, 5.01 - FT treat the public with courtesy & professionalism",,,
1623,2022-0480,Milwaukee Police Department,Closed,11/14/2022,6/11/2024,"Restraint, 6.01 - Excessive use of force - Firearm",,,
1624,2022-0481,Milwaukee Police Department,Closed,11/14/2022,2/13/2023,"Respect, 5.01 - FT be civil & courteous",,,
1625,2022-0482,Milwaukee Police Department,Closed,11/16/2022,1/31/2023,"Competence, 1.03 - F/T TAKE ACTION",,,
1626,2022-0483,Milwaukee Police Department,Closed,11/16/2022,3/12/2024,"Competence, 1.05 - Passenger responsibilities","Competence, 1.05 - FT operate a vehicle in a safe manner","Competence, 1.05 - SOP Emergency Vehicle Operations",
1627,2022-0484,Milwaukee Police Department,Open,11/18/2022,,"Respect, 5.01 - FT be civil & courteous","Competence, 1.05 - Engaging in inappropriate conduct",,
1628,2022-0485,Milwaukee Police Department,Closed,11/21/2022,12/1/2023,"Competence, 1.05 - SOP Dept Owned Vehicles","Competence, 1.05 - SOP Bodyworn Camera",,
1629,2022-0486,Milwaukee Police Department,Closed,11/18/2022,9/29/2023,"Competence, 1.05 - Recording Devices","Leadership, 4.01 ","Leadership, 4.03",
1630,2022-0487,Milwaukee Police Department,Closed,11/21/2022,2/24/2023,"Respect, 5.01 - FT be civil & courteous","Competence, 1.04 - FT Fully Investigate",,
1631,2022-0488,Milwaukee Police Department,Closed,11/21/2022,2/24/2023,"Respect, 5.01 - FT be civil & courteous",,,
1632,2022-0489,Milwaukee Police Department,Closed,11/23/2022,1/23/2024,"Competence, 1.03 - FT render service promptly & efficiently","Competence, 1.05 - SOP Social Networking Sites","Integrity, 3.01 - Behavior that could discredit the Dept.","Leadership, 4.01 - FT set an example"
1633,2022-0490,Milwaukee Police Department,Closed,11/23/2022,10/21/2023,"Competence, 1.04 - FT Fully Investigate","Competence, 1.05 - SOP Vehicle Crashes",,
1634,2022-0491,Milwaukee Police Department,Closed,11/24/2022,6/28/2023,"Integrity, 3.01 - Behavior that could discredit the Dept.","Integrity, 3.05 - CCW Permit",,
1635,2022-0492,Milwaukee Police Department,Closed,11/28/2022,6/1/2023,"Integrity, 3.00",,,
1636,2022-0493,Milwaukee Police Department,Closed,11/28/2022,3/6/2023,"Competence, 1.04 - Unfair Citation",,,
1637,2022-0494,Milwaukee Police Department,Closed,11/29/2022,3/13/2023,"Respect, 5.01 - FT treat the public with courtesy & professionalism",,,
1638,2022-0495,Milwaukee Police Department,Closed,12/16/2022,7/22/2024,"Competence, 1.05 - Failure to use all necessary precautions to prevent escape of prisoner",,,
1639,2022-0496,Milwaukee Police Department,Closed,11/30/2022,1/9/2023,"Competence, 1.05 - SOP Prisoner Property Missing",,,
1640,2022-0497,Milwaukee Police Department,Closed,11/30/2022,12/18/2023,"Competence, 1.06 - AWOL",,,
1641,2022-0498,Milwaukee Police Department,Closed,11/30/2022,6/1/2023,"Integrity, 3.05 - FT CITY - THEFT",,,
1642,2022-0499,Milwaukee Police Department,Closed,12/1/2022,6/28/2023,"Competence, 1.05 - BWC use required during transport of citizens or prisoners","Competence, 1.05 - SOP Prisoners and Booking","Competence, 1.05 - Conveying officers shall search the person in custody prior to transport",
1643,2022-0500,Milwaukee Police Department,Closed,12/1/2022,5/10/2023,"Restraint, 6.01 - Excessive use of force - Other","Respect, 5.01 - FT be civil & courteous",,
1644,2022-0501,Milwaukee Police Department,Open,12/2/2022,,"Competence, 1.04 - FT Fully Investigate","Competence, 1.05 - Patrol officer responsibilities",,
1645,2022-0502,Milwaukee Police Department,Closed,12/05/2022,7/27/2023,"Competence, 1.06 - AWOL",,,
1646,2022-0503,Milwaukee Police Department,Closed,12/6/2022,7/26/2023,"Respect, 5.01 - FT treat the public with courtesy & professionalism",,,
1647,2022-0504,Milwaukee Police Department,Closed,12/6/2022,6/21/2024,"Competence, 1.05 - Must wear BWC while on duty & in uniform & performing enforcement","Integrity, 3.05 - FT City - Disorderly Conduct",,
1648,2022-0505,Milwaukee Police Department,Closed,12/7/2022,4/10/2023,"Competence, 1.01 - Probationary Performance",,,
1649,2022-0506,Milwaukee Police Department,Closed,12/7/2022,3/29/2023,"Respect, 5.01 - FT treat a supervisor with courtesy & professionalism",,,
1650,2022-0507,Milwaukee Police Department,Closed,12/8/2022,2/13/2023,"Competence, 1.04 - FT Fully Investigate",,,
1651,2022-0508,Milwaukee Police Department,Closed,12/8/2022,6/15/2023,"Competence, 1.04 - FT Fully Investigate","Competence, 1.00 - Activate BWC during dispatched calls for service",,
1652,2022-0509,Milwaukee Police Department,Closed,12/9/2022,1/17/2023,"Respect, 5.01 - FT treat a supervisor with courtesy & professionalism",,,
1653,2022-0510,Milwaukee Police Department,Closed,12/9/2022,6/25/2024,"Competence, 1.04 - FT Fully Investigate","Competence, 1.03 - FT render service promptly & efficiently",,
1654,2022-0511,Milwaukee Police Department,Open,12/12/2022,,"Competence, 1.05 - FT report an on-duty injury to a supervisor","Respect, 5.03 - FT obey an order",,
VOID,SKIP,VOIDED INCIDENT,,,,,,,
1655,2022-0512,Milwaukee Police Department,Closed,12/15/2022,4/7/2023,"Respect, 5.01 - FT be civil & courteous",,,
1656,2022-0513,Milwaukee Police Department,Closed,12/15/2022,6/29/2023,"Respect, 5.01 - FT be civil & courteous",,,
1657,2022-0514,Milwaukee Police Department,Open,12/16/2022,,"Respect, 5.01 - FT be civil & courteous",,,
1658,2022-0515,Milwaukee Police Department,Closed,12/16/2022,2/6/2024,"Competence, 1.05 - SOP Emergency Vehicle Operations",,,
1659,2022-0516,Milwaukee Police Department,Open,12/19/2022,,"Competence, 1.05","Integrity, 3.10 - FT be honest & accurate in an admin inquiry",,
1660,2022-0517,Milwaukee Police Department,Closed,12/22/2022,11/23/2023,"Competence, 1.04 - FT Fully Investigate",,,
1661,2022-0518,Milwaukee Police Department,Closed,12/27/2022,3/15/2023,"Respect, 5.01 - FT be civil & courteous","Competence, 1.04 - FT File Reports",,
1662,2022-0519,Milwaukee Police Department,Closed,12/28/2022,2/9/2024,"Restraint, 6.01 - Excessive use of force - Bodily","Respect, 5.01 - FT be civil & courteous",,
1663,2022-0520,Milwaukee Police Department,Open,12/20/2022,,"Restraint, 6.01 - Excessive use of force - Firearm",,,
1664,2022-0521,Milwaukee Police Department,Closed,12/04/2022,01/17/2023,"NO ALLEGATION, INFORMATION ONLY",,,
1665,2022-0522,Milwaukee Police Department,Closed,12/28/2022,6/12/2023,"Respect, 5.02 - FT Act W/Fairness, self control, tolerance, or impartiality",,,
1666,2022-0523,Milwaukee Police Department,Closed,11/29/2022,3/3/2023,"Competence, 1.02 - FT cooperate with a citizen to ensure public safety",,,
1667,2022-0524,Milwaukee Police Department,Closed,12/20/2022,4/26/2024,"Competence, 1.06 - Late for duty","Competence, 1.05 - Time Sheet Preparation","Competence, 1.05 - SOP Compensation & Overtime Procedures","Integrity, 3.10 - Filing False Official Report"
1668,2022-0525,Milwaukee Police Department,Closed,12/23/2022,2/17/2023,Information only,,,
2023 - Q1,,,,,,,,,
1669,2023-0001,Non-Employee,Closed,01/06/2023,01/06/2023,No Allegation,,,
1670,2023-0002,Non-Employee,Closed,01/09/2023,01/09/2023,No Allegation,,,
1671,2023-0003,Milwaukee Police Department,Closed,01/06/2023,01/06/2023,Department Services,,,
1672,2023-0004,Milwaukee Police Department,Closed,01/10/2023,01/10/2023,No Allegation,,,
1673,2023-0005,Milwaukee Police Department,Closed,01/11/2023,01/19/2023,Department Services,,,
1674,2023-0006,Milwaukee Police Department,Closed,01/12/2023,01/12/2023,Department Services,,,
1675,2023-0007,Milwaukee Fire Department,Closed,01/11/2023,02/03/2023,Disparate Treatment,,,
1676,2023-0008,Milwaukee Police Department,Closed,01/17/2023,01/26/2023,Disparate Treatment,,Unjustified Search,
1677,2023-0009,Milwaukee Police Department,Closed,01/15/2023,01/18/2023,Department Procedures,,,
1678,2023-0010,Milwaukee Police Department,Closed,01/19/2023,01/27/2023,Use of Force,,,
1679,2023-0011,Milwaukee Police Department,Closed,01/25/2023,01/25/2023,No Allegation,,,
1680,2023-0012,Milwaukee Police Department,Closed,01/25/2023,02/06/2023,Department Services,,,
1681,2023-0013,Milwaukee Police Department,Closed,01/25/2023,01/27/2023,No Allegation,,,
1682,2023-0014,Milwaukee Police Department,Closed,01/26/2023,02/27/2023,Department Services,,,
1683,2023-0015,Milwaukee Police Department,Closed,01/30/2023,03/10/2023,Department Procedures,,,
1684,2023-0016,Milwaukee Police Department,Closed,02/01/2023,02/02/2023,Department Services,,,
1685,2023-0017,Milwaukee Police Department,Closed,02/01/2023,02/10/2023,Department Services,,,
1686,2023-0018,Milwaukee Police Department,Closed,02/01/2023,02/13/2023,Department Services,,,
1687,2023-0019,Milwaukee Police Department,Closed,02/01/2023,02/07/2023,Department Procedures,,,
1688,2023-0020,Milwaukee Police Department,Closed,02/02/2023,02/07/2023,Department Services,,,
1689,2023-0021,Non-Employee,Closed,02/07/2023,02/08/2023,Department Procedures,,Unjustified Traffic Stop,
1690,2023-0022,Non-Employee,Closed,02/08/2023,02/08/2023,No Allegation,,,
1691,2023-0023,Milwaukee Police Department,Closed,02/09/2023,02/15/2023,Department Services,,,
1692,2023-0024,Milwaukee Police Department,Closed,02/13/2023,02/14/2023,Disparate Treatment,,,
1693,2023-0025,Milwaukee Police Department,Closed,02/15/2023,03/20/2023,Department Services,,,
1694,2023-0026,Milwaukee Police Department,Closed,02/15/2023,02/16/2023,Department Services,,,
1695,2023-0027,Milwaukee Police Department,Closed,02/22/2023,02/23/2023,Department Procedures,,,
1696,2023-0028,Milwaukee Police Department,Closed,03/06/2023,06/06/2023,Department Services,,,
1697,2023-0029,Milwaukee Police Department,Closed,03/09/2023,03/09/2023,Department Services,,,
1698,2023-0030,Milwaukee Police Department,Closed,03/10/2023,04/10/2023,Department Procedures,,,
1699,2023-0031,Milwaukee Police Department,Closed,03/15/2023,03/16/2023,Department Services,,,
1700,2023-0032,Non-Employee,Closed,03/16/2023,03/16/2023,No Allegation,,,
1701,2023-0033,Milwaukee Fire Department,Closed,03/16/2023,05/02/2023,Department Services,,,
1702,2023-0034,Milwaukee Police Department,Closed,03/17/2023,03/20/2023,Use of Force,,,
1703,2023-0035,Milwaukee Police Department,Closed,03/17/2023,03/17/2023,Department Services,,,
1704,2023-0036,Milwaukee Police Department,Closed,03/20/2023,03/21/2023,Disparate Treatment,,,
1705,2023-0037,Milwaukee Police Department,Closed,03/28/2023,03/28/2023,Department Services,,,
1706,2023-0038,Non-Employee,Closed,03/24/2023,03/24/2023,No Allegtion,,,
1707,2023-0039,Non-Employee,Closed,03/31/2023,03/31/2023,No Allegation,,,
1708,2023-0040,Non-Employee,Closed,03/27/2023,04/28/2023,No Allegation,,,
1709,2023-0041,Milwaukee Police Department,Closed,01/05/2023,06/14/2023,Department Services,,,
1710,2023-0042,Non-Employee,Closed,03/24/2023,03/24/2023,No Allegation,,,
1711,2023-0043,Milwaukee Police Department,Closed,03/06/2023,03/06/2023,Department Procedures,,,
1712,2023-0044,Non-Employee,Closed,03/27/2023,04/28/2023,No Allegation,,,
1713,2023-0045,Milwaukee Police Department,Closed,1/2/2023,9/9/2023,"Integrity, 3.05 - FT CITY - TRAFFIC VIOLATION",,,
1714,2023-0046,Milwaukee Police Department,Closed,1/4/2023,1/17/2023,NO ALLEGATION,,,
1715,2023-0047,Milwaukee Police Department,Closed,1/4/2023,3/21/2023,"Competence, 1.05 - Prisoner - Searching Of","Competence, 1.05 - SOP FT Search Squad",,
1716,2023-0048,Milwaukee Police Department,Closed,1/4/2023,9/29/2023,"Competence, 1.02 - FT enforce the law","Competence, 1.05 - SOP Communications",,
1717,2023-0049,Milwaukee Police Department,Closed,1/4/2023,09/03/2024,"Respect, 5.01 - FT be civil & courteous",,Unjustified Traffic Stop,
1718,2023-0050,Milwaukee Police Department,Closed,1/4/2023,4/12/2023,"Competence, 1.04 - FT Fully Investigate",,,
1719,2023-0051,Milwaukee Police Department,Closed,1/5/2023,6/6/2023,"Integrity, 3.05 - FT CITY - Ordinance",,,
1720,2023-0052,Milwaukee Police Department,Closed,1/5/2023,4/20/2023,"Competence, 1.04 - FT Fully Investigate",,,
1721,2023-0053,Milwaukee Police Department,Closed,1/4/2023,2/13/2023,"Competence, 1.04 - FT Fully Investigate",,,
1722,2023-0054,Milwaukee Police Department,Closed,1/6/2023,5/17/2023,"Integrity, 3.05 - FT CITY - Ordinance",,,
1723,2023-0055,Milwaukee Police Department,Open,1/8/2023,1/8/2023,MISSING NOTES/ALLEGATIONS,,,
1724,2023-0056,Milwaukee Police Department,Closed,1/9/2023,3/15/2023,"Respect, 5.01 - FT treat the public with courtesy & professionalism",,,
1725,2023-0057,Milwaukee Police Department,Closed,1/9/2023,3/13/2023,"Respect, 5.01 - FT treat the public with courtesy & professionalism",,,
1726,2023-0058,Milwaukee Police Department,Closed,1/16/2023,8/1/2023,"Courage, 2.03 - FT intervene when a violation of Code of Conduct occurs","Respect, 5.01 - FT treat the public with courtesy & professionalism","Respect, 6.01 - Excessive use of force - Other",
1727,2023-0059,Milwaukee Police Department,Closed,1/11/2023,7/27/2023,"Competence, 1.10 - FT safeguard Dept. equipment",,,
1728,2023-0060,Milwaukee Police Department,Closed,1/11/2023,08/22/2024,"Restraint, 6.01 - Excessive use of force - Bodily",,,
1729,2023-0061,Milwaukee Police Department,Closed,1/11/2023,4/3/2024,"Respect, 5.01 - FT be civil & courteous","Competence, 1.04 - FT File Reports",,
1730,2023-0062,Milwaukee Police Department,Closed,1/11/2023,05/20/2024,"Competence, 1.04 - FT Fully Investigate",,,
1731,2023-0063,Milwaukee Police Department,Open,1/12/2023,1/12/2023,"Competence, 1.05 - SOP Vehicle Pursuits and Emergency Vehicles",,,
VOID,,VOIDED INCIDENT,,,,,,,
VOID,,VOIDED INCIDENT,,,,,,,
1732,2023-0064,Milwaukee Police Department,Closed,1/12/2023,5/19/2023,"Competence, 1.10 - FT safeguard Dept. equipment",,,
VOID,,VOIDED INCIDENT,,,,,,,
1733,2023-0065,Milwaukee Police Department,Open,1/13/2023,,"Competence, 1.05 - SOP Vehicle Pursuits","Competence, 1.05 - SOP Squad Accident","Competence, 1.05 - F/T Notify Dispatcher of location change","Competence, 1.05 - SOP MDVR - F/T Activate"
1734,2023-0066,Milwaukee Police Department,Open,1/16/2023,,"Respect, 5.01 - FT be civil & courteous","Restraint, 3.01 - Excessive use of force - ECD",,
1735,2023-0067,Milwaukee Police Department,Closed,1/17/2023,05/29/2024,"Respect, 5.02 - FT Act w/fairness, self control, tolerance",,,
1736,2023-0068,Milwaukee Police Department,Open,1/17/2023,,"Integrity, 3.05 - FT State physical abuse of a child",,,
1737,2023-0069,Milwaukee Police Department,Closed,1/17/2023,3/19/2024,"Integrity, 3.05 - FT CITY - OWI",,,
1738,2023-0070,Milwaukee Police Department,Open,1/18/2023,,"Competence, 1.04 ",,,
VOID,,VOIDED INCIDENT,,,,,,,
